ID,Name,dataId,queryStart,queryEnd,readStart,readEnd,sendStart,sendEnd,adrenStart,adrenEnd,queryTime,readTime,sendTime,adrenTime
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 14:00:05,2017-08-24 14:00:08,2017-08-24 14:00:08,2017-08-24 14:00:09,2017-08-24 14:00:09,2017-08-24 14:00:12,2017-08-24 14:00:12,2017-08-24 14:00:18,3.0,1.0,3.0,6.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 14:30:19,2017-08-24 14:30:22,2017-08-24 14:30:22,2017-08-24 14:30:22,2017-08-24 14:30:22,2017-08-24 14:30:26,2017-08-24 14:30:26,2017-08-24 14:30:32,3.0,0.0,4.0,6.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 15:00:04,2017-08-24 15:00:07,2017-08-24 15:00:07,2017-08-24 15:00:07,2017-08-24 15:00:07,2017-08-24 15:00:11,2017-08-24 15:00:11,2017-08-24 15:00:17,3.0,0.0,4.0,6.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 15:30:17,2017-08-24 15:30:20,2017-08-24 15:30:20,2017-08-24 15:30:20,2017-08-24 15:30:20,2017-08-24 15:30:24,2017-08-24 15:30:24,2017-08-24 15:30:29,3.0,0.0,4.0,5.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 16:00:04,2017-08-24 16:00:08,2017-08-24 16:00:08,2017-08-24 16:00:09,2017-08-24 16:00:09,2017-08-24 16:00:11,2017-08-24 16:00:11,2017-08-24 16:00:17,4.0,1.0,2.0,6.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 16:30:16,2017-08-24 16:30:19,2017-08-24 16:30:19,2017-08-24 16:30:19,2017-08-24 16:30:19,2017-08-24 16:30:23,2017-08-24 16:30:23,2017-08-24 16:30:30,3.0,0.0,4.0,7.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 17:00:04,2017-08-24 17:00:12,2017-08-24 17:00:12,2017-08-24 17:00:12,2017-08-24 17:00:12,2017-08-24 17:00:15,2017-08-24 17:00:15,2017-08-24 17:00:21,8.0,0.0,3.0,6.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 17:30:16,2017-08-24 17:30:21,2017-08-24 17:30:21,2017-08-24 17:30:21,2017-08-24 17:30:21,2017-08-24 17:30:24,2017-08-24 17:30:24,2017-08-24 17:30:29,5.0,0.0,3.0,5.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 18:00:04,2017-08-24 18:00:08,2017-08-24 18:00:08,2017-08-24 18:00:09,2017-08-24 18:00:09,2017-08-24 18:00:11,2017-08-24 18:00:11,2017-08-24 18:00:23,4.0,1.0,2.0,12.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 18:30:27,2017-08-24 18:30:30,2017-08-24 18:30:30,,,,,,3.0,,,
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 19:00:04,2017-08-24 19:00:09,2017-08-24 19:00:09,,,,,,5.0,,,
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 19:30:04,2017-08-24 19:30:07,2017-08-24 19:30:07,,,,,,3.0,,,
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 20:00:04,2017-08-24 20:00:16,2017-08-24 20:00:16,,,,,,12.0,,,
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-24 20:30:04,2017-08-24 20:30:11,2017-08-24 20:30:11,2017-08-24 20:30:11,2017-08-24 20:30:11,2017-08-24 20:30:14,2017-08-24 20:30:14,2017-08-24 20:30:19,7.0,0.0,3.0,5.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-25 08:00:04,2017-08-25 08:00:08,2017-08-25 08:00:08,2017-08-25 08:00:09,2017-08-25 08:00:09,2017-08-25 08:00:12,2017-08-25 08:00:12,2017-08-25 08:00:18,4.0,1.0,3.0,6.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-25 08:30:05,2017-08-25 08:30:09,2017-08-25 08:30:09,2017-08-25 08:30:10,2017-08-25 08:30:10,2017-08-25 08:30:14,2017-08-25 08:30:14,2017-08-25 08:30:20,4.0,1.0,4.0,6.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-25 09:00:04,2017-08-25 09:00:08,2017-08-25 09:00:08,2017-08-25 09:00:08,2017-08-25 09:00:08,2017-08-25 09:00:12,2017-08-25 09:00:12,2017-08-25 09:00:17,4.0,0.0,4.0,5.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-25 09:30:21,2017-08-25 09:30:24,2017-08-25 09:30:24,2017-08-25 09:30:25,2017-08-25 09:30:25,2017-08-25 09:30:27,2017-08-25 09:30:27,2017-08-25 09:30:33,3.0,1.0,2.0,6.0
5be3789d-b917-4401-9ebc-15917adee851,SYS4 PLANT INVENTORY DETAIL - SM - SVR,340,2017-08-25 10:00:04,2017-08-25 10:00:06,2017-08-25 10:00:06,2017-08-25 10:00:07,2017-08-25 10:00:07,2017-08-25 10:00:09,2017-08-25 10:00:09,2017-08-25 10:00:15,2.0,1.0,2.0,6.0
39b5b598-c7b4-4521-b08c-8b1fe130046b,SHOPPERTRAK - PI - API,334,2017-08-24 08:00:05,2017-08-24 08:00:05,2017-08-24 08:00:05,2017-08-24 08:00:06,2017-08-24 08:00:06,2017-08-24 08:00:08,2017-08-24 08:00:08,2017-08-24 08:00:19,0.0,1.0,2.0,11.0
39b5b598-c7b4-4521-b08c-8b1fe130046b,SHOPPERTRAK - PI - API,334,2017-08-25 08:00:05,2017-08-25 08:00:05,2017-08-25 08:00:05,2017-08-25 08:00:05,2017-08-25 08:00:05,2017-08-25 08:00:07,2017-08-25 08:00:07,2017-08-25 08:00:18,0.0,0.0,2.0,11.0
436669a7-7d5a-4666-b8a4-5f5c931f456f,NZ GEAR GUARD - SM - SVR,331,2017-08-24 07:45:03,2017-08-24 07:45:30,2017-08-24 07:45:30,2017-08-24 07:45:31,2017-08-24 07:45:31,2017-08-24 07:45:35,2017-08-24 07:45:35,2017-08-24 07:47:45,27.0,1.0,4.0,130.0
436669a7-7d5a-4666-b8a4-5f5c931f456f,NZ GEAR GUARD - SM - SVR,331,2017-08-25 07:45:04,2017-08-25 07:45:14,2017-08-25 07:45:14,2017-08-25 07:45:14,2017-08-25 07:45:14,2017-08-25 07:45:19,2017-08-25 07:45:19,2017-08-25 07:45:30,10.0,0.0,5.0,11.0
184fca5b-07ca-4375-931b-928c46d00181,FORESEE ANSWER DEFINITIONS - SM - SVR,330,2017-08-24 01:04:42,2017-08-24 01:04:42,2017-08-24 01:04:42,2017-08-24 01:04:42,2017-08-24 01:04:42,2017-08-24 01:04:43,2017-08-24 01:04:43,2017-08-24 01:04:49,0.0,0.0,1.0,6.0
184fca5b-07ca-4375-931b-928c46d00181,FORESEE ANSWER DEFINITIONS - SM - SVR,330,2017-08-25 01:04:31,2017-08-25 01:04:31,2017-08-25 01:04:31,2017-08-25 01:04:31,2017-08-25 01:04:31,2017-08-25 01:04:33,2017-08-25 01:04:33,2017-08-25 01:04:38,0.0,0.0,2.0,5.0
4f1085c5-8d1f-4d43-87fe-9f6d25be025d,FORSEE INSTORE PURCHASER SURVEY DATA - SM - SVR,329,2017-08-24 01:03:15,2017-08-24 01:03:17,2017-08-24 01:03:17,2017-08-24 01:03:20,2017-08-24 01:03:20,2017-08-24 01:03:52,2017-08-24 01:03:52,2017-08-24 01:04:33,2.0,3.0,32.0,41.0
4f1085c5-8d1f-4d43-87fe-9f6d25be025d,FORSEE INSTORE PURCHASER SURVEY DATA - SM - SVR,329,2017-08-25 01:03:13,2017-08-25 01:03:15,2017-08-25 01:03:15,2017-08-25 01:03:19,2017-08-25 01:03:19,2017-08-25 01:03:51,2017-08-25 01:03:51,2017-08-25 01:04:22,2.0,4.0,32.0,31.0
87167f77-24f4-4319-aab8-907aea488496,NZ PLANOGRAM METRICS - JH - SVR,328,2017-08-24 07:08:04,2017-08-24 07:20:44,2017-08-24 07:20:44,2017-08-24 07:30:46,2017-08-24 07:30:46,2017-08-24 07:51:57,2017-08-24 07:51:57,2017-08-24 08:12:43,760.0,602.0,1271.0,1246.0
87167f77-24f4-4319-aab8-907aea488496,NZ PLANOGRAM METRICS - JH - SVR,328,2017-08-25 07:08:57,2017-08-25 07:10:58,2017-08-25 07:10:58,2017-08-25 07:20:46,2017-08-25 07:20:46,2017-08-25 07:42:57,2017-08-25 07:42:57,2017-08-25 07:54:54,121.0,588.0,1331.0,717.0
2f3a848b-3854-408d-a11f-3b2a8e838808,SYS4 DEALER PERFORMANCE - JH - SVR,323,2017-08-24 06:42:04,2017-08-24 06:42:19,2017-08-24 06:42:19,2017-08-24 06:42:20,2017-08-24 06:42:20,2017-08-24 06:42:22,2017-08-24 06:42:22,2017-08-24 06:42:28,15.0,1.0,2.0,6.0
2f3a848b-3854-408d-a11f-3b2a8e838808,SYS4 DEALER PERFORMANCE - JH - SVR,323,2017-08-25 06:42:04,2017-08-25 06:42:33,2017-08-25 06:42:33,2017-08-25 06:42:33,2017-08-25 06:42:33,2017-08-25 06:42:35,2017-08-25 06:42:35,2017-08-25 06:42:41,29.0,0.0,2.0,6.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 00:02:04,2017-08-24 00:03:57,2017-08-24 00:03:57,2017-08-24 00:03:57,2017-08-24 00:03:57,2017-08-24 00:04:20,2017-08-24 00:04:20,2017-08-24 00:04:26,113.0,0.0,23.0,6.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 00:32:04,2017-08-24 00:33:42,2017-08-24 00:33:42,2017-08-24 00:33:42,2017-08-24 00:33:42,2017-08-24 00:34:04,2017-08-24 00:34:04,2017-08-24 00:34:15,98.0,0.0,22.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 01:02:04,2017-08-24 01:04:10,2017-08-24 01:04:10,2017-08-24 01:04:11,2017-08-24 01:04:11,2017-08-24 01:04:38,2017-08-24 01:04:38,2017-08-24 01:04:48,126.0,1.0,27.0,10.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 01:32:04,2017-08-24 01:33:44,2017-08-24 01:33:44,2017-08-24 01:33:45,2017-08-24 01:33:45,2017-08-24 01:34:03,2017-08-24 01:34:03,2017-08-24 01:34:13,100.0,1.0,18.0,10.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 02:02:04,2017-08-24 02:04:31,2017-08-24 02:04:31,2017-08-24 02:04:32,2017-08-24 02:04:32,2017-08-24 02:04:51,2017-08-24 02:04:51,2017-08-24 02:05:02,147.0,1.0,19.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 02:32:04,2017-08-24 02:33:46,2017-08-24 02:33:46,2017-08-24 02:33:46,2017-08-24 02:33:46,2017-08-24 02:34:04,2017-08-24 02:34:04,2017-08-24 02:34:14,102.0,0.0,18.0,10.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 03:02:04,2017-08-24 03:03:36,2017-08-24 03:03:36,2017-08-24 03:03:36,2017-08-24 03:03:36,2017-08-24 03:03:58,2017-08-24 03:03:58,2017-08-24 03:04:04,92.0,0.0,22.0,6.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 03:32:05,2017-08-24 03:33:23,2017-08-24 03:33:23,2017-08-24 03:33:23,2017-08-24 03:33:23,2017-08-24 03:33:48,2017-08-24 03:33:48,2017-08-24 03:33:54,78.0,0.0,25.0,6.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 04:02:04,2017-08-24 04:03:31,2017-08-24 04:03:31,2017-08-24 04:03:32,2017-08-24 04:03:32,2017-08-24 04:03:53,2017-08-24 04:03:53,2017-08-24 04:04:04,87.0,1.0,21.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 04:32:04,2017-08-24 04:33:28,2017-08-24 04:33:28,2017-08-24 04:33:28,2017-08-24 04:33:28,2017-08-24 04:33:53,2017-08-24 04:33:53,2017-08-24 04:33:59,84.0,0.0,25.0,6.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 05:02:04,2017-08-24 05:03:55,2017-08-24 05:03:55,2017-08-24 05:03:55,2017-08-24 05:03:55,2017-08-24 05:04:18,2017-08-24 05:04:18,2017-08-24 05:04:29,111.0,0.0,23.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 05:32:04,2017-08-24 05:33:23,2017-08-24 05:33:23,2017-08-24 05:33:23,2017-08-24 05:33:23,2017-08-24 05:33:48,2017-08-24 05:33:48,2017-08-24 05:33:59,79.0,0.0,25.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 06:02:04,2017-08-24 06:03:55,2017-08-24 06:03:55,2017-08-24 06:03:55,2017-08-24 06:03:55,2017-08-24 06:04:17,2017-08-24 06:04:17,2017-08-24 06:04:27,111.0,0.0,22.0,10.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 06:32:04,2017-08-24 06:33:28,2017-08-24 06:33:28,2017-08-24 06:33:28,2017-08-24 06:33:28,2017-08-24 06:33:51,2017-08-24 06:33:51,2017-08-24 06:34:02,84.0,0.0,23.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 07:02:04,2017-08-24 07:03:25,2017-08-24 07:03:25,2017-08-24 07:03:26,2017-08-24 07:03:26,2017-08-24 07:03:50,2017-08-24 07:03:50,2017-08-24 07:04:05,81.0,1.0,24.0,15.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 07:32:04,2017-08-24 07:33:44,2017-08-24 07:33:44,2017-08-24 07:33:44,2017-08-24 07:33:44,2017-08-24 07:34:09,2017-08-24 07:34:09,2017-08-24 07:34:25,100.0,0.0,25.0,16.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 08:02:04,2017-08-24 08:03:21,2017-08-24 08:03:21,2017-08-24 08:03:22,2017-08-24 08:03:22,2017-08-24 08:03:39,2017-08-24 08:03:39,2017-08-24 08:03:50,77.0,1.0,17.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 08:32:04,2017-08-24 08:33:41,2017-08-24 08:33:41,2017-08-24 08:33:42,2017-08-24 08:33:42,2017-08-24 08:34:14,2017-08-24 08:34:14,2017-08-24 08:34:24,97.0,1.0,32.0,10.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 09:02:09,2017-08-24 09:03:29,2017-08-24 09:03:29,2017-08-24 09:03:30,2017-08-24 09:03:30,2017-08-24 09:04:07,2017-08-24 09:04:07,2017-08-24 09:04:18,80.0,1.0,37.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 09:32:04,2017-08-24 09:33:25,2017-08-24 09:33:25,2017-08-24 09:33:26,2017-08-24 09:33:26,2017-08-24 09:33:55,2017-08-24 09:33:55,2017-08-24 09:34:06,81.0,1.0,29.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 10:02:04,2017-08-24 10:03:30,2017-08-24 10:03:30,2017-08-24 10:03:31,2017-08-24 10:03:31,2017-08-24 10:03:57,2017-08-24 10:03:57,2017-08-24 10:04:08,86.0,1.0,26.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 10:32:05,2017-08-24 10:33:42,2017-08-24 10:33:42,2017-08-24 10:33:42,2017-08-24 10:33:42,2017-08-24 10:34:06,2017-08-24 10:34:06,2017-08-24 10:34:17,97.0,0.0,24.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 11:02:04,2017-08-24 11:03:28,2017-08-24 11:03:28,2017-08-24 11:03:28,2017-08-24 11:03:28,2017-08-24 11:03:54,2017-08-24 11:03:54,2017-08-24 11:04:05,84.0,0.0,26.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 11:32:04,2017-08-24 11:33:30,2017-08-24 11:33:30,2017-08-24 11:33:30,2017-08-24 11:33:30,2017-08-24 11:33:57,2017-08-24 11:33:57,2017-08-24 11:34:13,86.0,0.0,27.0,16.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 12:02:04,2017-08-24 12:03:01,2017-08-24 12:03:01,2017-08-24 12:03:01,2017-08-24 12:03:01,2017-08-24 12:03:30,2017-08-24 12:03:30,2017-08-24 12:03:42,57.0,0.0,29.0,12.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 12:32:07,2017-08-24 12:33:24,2017-08-24 12:33:24,2017-08-24 12:33:24,2017-08-24 12:33:24,2017-08-24 12:33:53,2017-08-24 12:33:53,2017-08-24 12:34:04,77.0,0.0,29.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 13:02:04,2017-08-24 13:03:44,2017-08-24 13:03:44,2017-08-24 13:03:44,2017-08-24 13:03:44,2017-08-24 13:04:12,2017-08-24 13:04:12,2017-08-24 13:04:23,100.0,0.0,28.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 13:32:04,2017-08-24 13:33:53,2017-08-24 13:33:53,2017-08-24 13:33:53,2017-08-24 13:33:53,2017-08-24 13:34:18,2017-08-24 13:34:18,2017-08-24 13:34:29,109.0,0.0,25.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 14:02:07,2017-08-24 14:03:39,2017-08-24 14:03:39,2017-08-24 14:03:40,2017-08-24 14:03:40,2017-08-24 14:04:14,2017-08-24 14:04:14,2017-08-24 14:04:25,92.0,1.0,34.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 14:32:04,2017-08-24 14:34:06,2017-08-24 14:34:06,2017-08-24 14:34:06,2017-08-24 14:34:06,2017-08-24 14:34:35,2017-08-24 14:34:35,2017-08-24 14:34:46,122.0,0.0,29.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 15:02:05,2017-08-24 15:03:52,2017-08-24 15:03:52,2017-08-24 15:03:52,2017-08-24 15:03:52,2017-08-24 15:04:17,2017-08-24 15:04:17,2017-08-24 15:04:27,107.0,0.0,25.0,10.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 15:32:04,2017-08-24 15:33:26,2017-08-24 15:33:26,2017-08-24 15:33:27,2017-08-24 15:33:27,2017-08-24 15:33:53,2017-08-24 15:33:53,2017-08-24 15:34:03,82.0,1.0,26.0,10.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 16:02:04,2017-08-24 16:03:12,2017-08-24 16:03:12,2017-08-24 16:03:12,2017-08-24 16:03:12,2017-08-24 16:03:43,2017-08-24 16:03:43,2017-08-24 16:03:54,68.0,0.0,31.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 16:32:04,2017-08-24 16:33:46,2017-08-24 16:33:46,2017-08-24 16:33:46,2017-08-24 16:33:46,2017-08-24 16:34:06,2017-08-24 16:34:06,2017-08-24 16:34:12,102.0,0.0,20.0,6.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 17:02:04,2017-08-24 17:03:26,2017-08-24 17:03:26,2017-08-24 17:03:26,2017-08-24 17:03:26,2017-08-24 17:03:47,2017-08-24 17:03:47,2017-08-24 17:03:58,82.0,0.0,21.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 17:32:04,2017-08-24 17:32:51,2017-08-24 17:32:51,2017-08-24 17:32:51,2017-08-24 17:32:51,2017-08-24 17:33:11,2017-08-24 17:33:11,2017-08-24 17:33:21,47.0,0.0,20.0,10.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 18:02:04,2017-08-24 18:03:29,2017-08-24 18:03:29,2017-08-24 18:03:30,2017-08-24 18:03:30,2017-08-24 18:03:49,2017-08-24 18:03:49,2017-08-24 18:03:56,85.0,1.0,19.0,7.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 18:32:04,2017-08-24 18:33:02,2017-08-24 18:33:02,2017-08-24 18:33:03,2017-08-24 18:33:03,2017-08-24 18:33:19,2017-08-24 18:33:19,2017-08-24 18:39:15,58.0,1.0,16.0,356.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 19:02:04,2017-08-24 19:03:01,2017-08-24 19:03:01,2017-08-24 19:03:01,2017-08-24 19:03:01,2017-08-24 19:03:24,2017-08-24 19:03:24,2017-08-24 19:03:29,57.0,0.0,23.0,5.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 19:32:04,2017-08-24 19:32:58,2017-08-24 19:32:58,2017-08-24 19:32:58,2017-08-24 19:32:58,2017-08-24 19:33:17,2017-08-24 19:33:17,2017-08-24 19:33:22,54.0,0.0,19.0,5.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 20:02:04,2017-08-24 20:03:02,2017-08-24 20:03:02,2017-08-24 20:03:02,2017-08-24 20:03:02,2017-08-24 20:03:25,2017-08-24 20:03:25,2017-08-24 20:03:30,58.0,0.0,23.0,5.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 20:32:04,2017-08-24 20:33:12,2017-08-24 20:33:12,2017-08-24 20:33:12,2017-08-24 20:33:12,2017-08-24 20:33:34,2017-08-24 20:33:34,2017-08-24 20:33:44,68.0,0.0,22.0,10.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 21:02:04,2017-08-24 21:02:54,2017-08-24 21:02:54,2017-08-24 21:02:54,2017-08-24 21:02:54,2017-08-24 21:03:17,2017-08-24 21:03:17,2017-08-24 21:03:28,50.0,0.0,23.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 21:32:04,2017-08-24 21:33:08,2017-08-24 21:33:08,2017-08-24 21:33:08,2017-08-24 21:33:08,2017-08-24 21:33:27,2017-08-24 21:33:27,2017-08-24 21:33:33,64.0,0.0,19.0,6.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 22:15:24,2017-08-24 22:16:49,2017-08-24 22:16:49,2017-08-24 22:16:49,2017-08-24 22:16:49,2017-08-24 22:17:11,2017-08-24 22:17:11,2017-08-24 22:17:17,85.0,0.0,22.0,6.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 22:32:04,2017-08-24 22:33:49,2017-08-24 22:33:49,2017-08-24 22:33:50,2017-08-24 22:33:50,2017-08-24 22:34:11,2017-08-24 22:34:11,2017-08-24 22:34:17,105.0,1.0,21.0,6.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 23:02:04,2017-08-24 23:04:16,2017-08-24 23:04:16,2017-08-24 23:04:17,2017-08-24 23:04:17,2017-08-24 23:04:44,2017-08-24 23:04:44,2017-08-24 23:04:54,132.0,1.0,27.0,10.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-24 23:32:04,2017-08-24 23:33:34,2017-08-24 23:33:34,2017-08-24 23:33:34,2017-08-24 23:33:34,2017-08-24 23:34:12,2017-08-24 23:34:12,2017-08-24 23:34:23,90.0,0.0,38.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-25 00:02:04,2017-08-25 00:03:33,2017-08-25 00:03:33,2017-08-25 00:03:37,2017-08-25 00:03:37,2017-08-25 00:03:52,2017-08-25 00:03:52,2017-08-25 00:04:03,89.0,4.0,15.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-25 00:32:04,2017-08-25 00:34:08,2017-08-25 00:34:08,2017-08-25 00:34:08,2017-08-25 00:34:08,2017-08-25 00:34:31,2017-08-25 00:34:31,2017-08-25 00:34:36,124.0,0.0,23.0,5.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-25 01:02:04,2017-08-25 01:03:47,2017-08-25 01:03:47,2017-08-25 01:03:48,2017-08-25 01:03:48,2017-08-25 01:04:06,2017-08-25 01:04:06,2017-08-25 01:04:17,103.0,1.0,18.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-25 01:32:04,2017-08-25 01:33:36,2017-08-25 01:33:36,2017-08-25 01:33:36,2017-08-25 01:33:36,2017-08-25 01:33:54,2017-08-25 01:33:54,2017-08-25 01:34:05,92.0,0.0,18.0,11.0
fbefba2a-76a9-40df-a36e-daa97fe0fe74,SYS1 DR ORD PROCESS,322,2017-08-25 02:02:04,2017-08-25 02:03:55,2017-08-25 02:03:55,2017-08-25 02:03:55,2017-08-25 02:03:55,2017-08-25 02:04:18,2017-08-25 02:04:18,2017-08-25 02:04:29,111.0,0.0,23.0,11.0
